user_id,user_name,city,effective_from,effective_to,is_current
U45,user_44,Mumbai,2026-01-01,,True
U46,user_45,Delhi,2026-01-01,,True
U47,user_46,Delhi,2026-01-01,,True
U48,user_47,Bangalore,2026-01-01,,True
U49,user_48,Mumbai,2026-01-01,,True
U50,user_49,Mumbai,2026-01-01,,True
U51,user_50,Bangalore,2026-01-01,,True
U52,user_51,Jaipur,2026-01-01,,True
U53,user_52,Mumbai,2026-01-01,,True
U54,user_53,Mumbai,2026-01-01,,True
U55,user_54,Delhi,2026-01-01,,True
U56,user_55,Bangalore,2026-01-01,,True
U57,user_56,Jaipur,2026-01-01,,True
U58,user_57,Bangalore,2026-01-01,,True
U59,user_58,Bangalore,2026-01-01,2026-04-15,False
U59,user_58,Delhi,2026-04-16,,True
U60,user_59,Jaipur,2026-01-01,2026-04-15,False
U60,user_59,Delhi,2026-04-16,,True
U61,user_60,Bangalore,2026-01-01,,True
U62,user_61,Delhi,2026-01-01,,True
U63,user_62,Delhi,2026-01-01,2026-04-15,False
U63,user_62,Mumbai,2026-04-16,,True
U64,user_63,Bangalore,2026-01-01,,True
U65,user_64,Mumbai,2026-01-01,2026-04-15,False
U65,user_64,Delhi,2026-04-16,,True
U66,user_65,Delhi,2026-01-01,,True
U67,user_66,Jaipur,2026-01-01,2026-04-15,False
U67,user_66,Mumbai,2026-04-16,,True
U68,user_67,Jaipur,2026-01-01,2026-04-15,False
U68,user_67,Mumbai,2026-04-16,,True
U69,user_68,Bangalore,2026-01-01,,True
U70,user_69,Jaipur,2026-01-01,2026-04-15,False
U70,user_69,Delhi,2026-04-16,,True
U71,user_70,Jaipur,2026-01-01,,True
U72,user_71,Mumbai,2026-01-01,,True
U73,user_72,Mumbai,2026-01-01,,True
U74,user_73,Bangalore,2026-01-01,,True
U75,user_74,Mumbai,2026-01-01,2026-04-15,False
U75,user_74,Delhi,2026-04-16,,True
U76,user_75,Bangalore,2026-01-01,,True
U77,user_76,Mumbai,2026-01-01,2026-04-15,False
U77,user_76,Delhi,2026-04-16,,True
U78,user_77,Jaipur,2026-01-01,,True
U79,user_78,Delhi,2026-01-01,,True
U80,user_79,Jaipur,2026-01-01,2026-04-15,False
U80,user_79,Bangalore,2026-04-16,,True
U81,user_80,Bangalore,2026-01-01,,True
U82,user_81,Mumbai,2026-01-01,,True
U83,user_82,Bangalore,2026-01-01,,True
U84,user_83,Mumbai,2026-01-01,,True
U85,user_84,Mumbai,2026-01-01,2026-04-15,False
U85,user_84,Jaipur,2026-04-16,,True
U86,user_85,Delhi,2026-01-01,,True
U87,user_86,Mumbai,2026-01-01,,True
U88,user_87,Delhi,2026-01-01,,True
U89,user_88,Mumbai,2026-01-01,,True
U90,user_89,Bangalore,2026-01-01,2026-04-15,False
U90,user_89,Jaipur,2026-04-16,,True
U91,user_90,Bangalore,2026-01-01,,True
U92,user_91,Jaipur,2026-01-01,,True
U93,user_92,Delhi,2026-01-01,,True
U94,user_93,Jaipur,2026-01-01,2026-04-15,False
U94,user_93,Mumbai,2026-04-16,,True
U95,user_94,Mumbai,2026-01-01,,True
U96,user_95,Mumbai,2026-01-01,,True
U97,user_96,Delhi,2026-01-01,,True
U98,user_97,Delhi,2026-01-01,,True
U99,user_98,Delhi,2026-01-01,2026-04-15,False
U99,user_98,Jaipur,2026-04-16,,True
U100,user_99,Bangalore,2026-01-01,,True
U101,user_100,Jaipur,2026-01-01,,True
U102,user_101,Bangalore,2026-01-01,,True
U103,user_102,Delhi,2026-01-01,,True
U104,user_103,Bangalore,2026-01-01,,True
U105,user_104,Delhi,2026-01-01,,True
U106,user_105,Delhi,2026-01-01,,True
U107,user_106,Jaipur,2026-01-01,,True
U108,user_107,Jaipur,2026-01-01,,True
U109,user_108,Delhi,2026-01-01,,True
U110,user_109,Bangalore,2026-01-01,,True
U111,user_110,Delhi,2026-01-01,,True
U112,user_111,Jaipur,2026-01-01,,True
U113,user_112,Delhi,2026-01-01,,True
U114,user_113,Delhi,2026-01-01,,True
U115,user_114,Delhi,2026-01-01,,True
U116,user_115,Bangalore,2026-01-01,2026-04-15,False
U116,user_115,Jaipur,2026-04-16,,True
U117,user_116,Delhi,2026-01-01,,True
U118,user_117,Jaipur,2026-01-01,2026-04-15,False
U118,user_117,Delhi,2026-04-16,,True
U119,user_118,Jaipur,2026-01-01,,True
U120,user_119,Mumbai,2026-01-01,,True
U121,user_120,Delhi,2026-01-01,,True
U122,user_121,Jaipur,2026-01-01,2026-04-15,False
U122,user_121,Delhi,2026-04-16,,True
U123,user_122,Jaipur,2026-01-01,,True
U124,user_123,Mumbai,2026-01-01,,True
U125,user_124,Jaipur,2026-01-01,,True
U126,user_125,Delhi,2026-01-01,,True
U127,user_126,Delhi,2026-01-01,,True
U128,user_127,Bangalore,2026-01-01,2026-04-15,False
U128,user_127,Jaipur,2026-04-16,,True
U129,user_128,Mumbai,2026-01-01,,True
U130,user_129,Jaipur,2026-01-01,,True
U131,user_130,Delhi,2026-01-01,,True
U132,user_131,Bangalore,2026-01-01,,True
U133,user_132,Jaipur,2026-01-01,2026-04-15,False
U133,user_132,Mumbai,2026-04-16,,True
U134,user_133,Bangalore,2026-01-01,,True
U135,user_134,Mumbai,2026-01-01,2026-04-15,False
U135,user_134,Delhi,2026-04-16,,True
U136,user_135,Jaipur,2026-01-01,,True
U137,user_136,Delhi,2026-01-01,,True
U138,user_137,Mumbai,2026-01-01,,True
U139,user_138,Mumbai,2026-01-01,,True
U140,user_139,Jaipur,2026-01-01,,True
U141,user_140,Bangalore,2026-01-01,2026-04-15,False
U141,user_140,Mumbai,2026-04-16,,True
U142,user_141,Bangalore,2026-01-01,,True
U143,user_142,Jaipur,2026-01-01,,True
U144,user_143,Bangalore,2026-01-01,,True
U145,user_144,Delhi,2026-01-01,,True
U146,user_145,Jaipur,2026-01-01,,True
U147,user_146,Jaipur,2026-01-01,,True
U148,user_147,Jaipur,2026-01-01,,True
U149,user_148,Delhi,2026-01-01,,True
U150,user_149,Jaipur,2026-01-01,,True
U151,user_150,Bangalore,2026-01-01,2026-04-15,False
U151,user_150,Delhi,2026-04-16,,True
U152,user_151,Mumbai,2026-01-01,,True
U153,user_152,Delhi,2026-01-01,,True
U154,user_153,Mumbai,2026-01-01,,True
U155,user_154,Mumbai,2026-01-01,2026-04-15,False
U155,user_154,Delhi,2026-04-16,,True
U156,user_155,Delhi,2026-01-01,,True
U157,user_156,Jaipur,2026-01-01,2026-04-15,False
U157,user_156,Delhi,2026-04-16,,True
U158,user_157,Jaipur,2026-01-01,2026-04-15,False
U158,user_157,Bangalore,2026-04-16,,True
U159,user_158,Mumbai,2026-01-01,2026-04-15,False
U159,user_158,Delhi,2026-04-16,,True
U160,user_159,Mumbai,2026-01-01,,True
U161,user_160,Bangalore,2026-01-01,,True
U162,user_161,Delhi,2026-01-01,,True
U163,user_162,Mumbai,2026-01-01,,True
U164,user_163,Jaipur,2026-01-01,,True
U165,user_164,Jaipur,2026-01-01,,True
U166,user_165,Jaipur,2026-01-01,,True
U167,user_166,Mumbai,2026-01-01,,True
U168,user_167,Bangalore,2026-01-01,,True
U169,user_168,Mumbai,2026-01-01,2026-04-15,False
U169,user_168,Jaipur,2026-04-16,,True
U170,user_169,Mumbai,2026-01-01,2026-04-15,False
U170,user_169,Delhi,2026-04-16,,True
U171,user_170,Delhi,2026-01-01,,True
U172,user_171,Delhi,2026-01-01,,True
U173,user_172,Delhi,2026-01-01,,True
U174,user_173,Jaipur,2026-01-01,,True
U175,user_174,Mumbai,2026-01-01,,True
U176,user_175,Mumbai,2026-01-01,,True
U177,user_176,Bangalore,2026-01-01,,True
U178,user_177,Jaipur,2026-01-01,,True
U179,user_178,Delhi,2026-01-01,,True
U180,user_179,Delhi,2026-01-01,2026-04-15,False
U180,user_179,Bangalore,2026-04-16,,True
U181,user_180,Mumbai,2026-01-01,,True
U182,user_181,Mumbai,2026-01-01,,True
U183,user_182,Delhi,2026-01-01,2026-04-15,False
U183,user_182,Jaipur,2026-04-16,,True
U184,user_183,Delhi,2026-01-01,2026-04-15,False
U184,user_183,Bangalore,2026-04-16,,True
U185,user_184,Bangalore,2026-01-01,2026-04-15,False
U185,user_184,Jaipur,2026-04-16,,True
U186,user_185,Jaipur,2026-01-01,,True
U187,user_186,Delhi,2026-01-01,,True
U188,user_187,Jaipur,2026-01-01,,True
U189,user_188,Mumbai,2026-01-01,,True
U190,user_189,Mumbai,2026-01-01,,True
U191,user_190,Jaipur,2026-01-01,,True
U192,user_191,Delhi,2026-01-01,,True
U193,user_192,Delhi,2026-01-01,,True
U194,user_193,Jaipur,2026-01-01,,True
U195,user_194,Bangalore,2026-01-01,,True
U196,user_195,Bangalore,2026-01-01,,True
U197,user_196,Delhi,2026-01-01,,True
U198,user_197,Mumbai,2026-01-01,,True
U199,user_198,Mumbai,2026-01-01,,True
U200,user_199,Jaipur,2026-01-01,,True
U201,user_200,Mumbai,2026-01-01,,True
U202,user_201,Bangalore,2026-01-01,2026-04-15,False
U202,user_201,Mumbai,2026-04-16,,True
U203,user_202,Bangalore,2026-01-01,,True
U204,user_203,Mumbai,2026-01-01,2026-04-15,False
U204,user_203,Jaipur,2026-04-16,,True
U205,user_204,Jaipur,2026-01-01,,True
U206,user_205,Bangalore,2026-01-01,2026-04-15,False
U206,user_205,Jaipur,2026-04-16,,True
U207,user_206,Mumbai,2026-01-01,,True
U208,user_207,Bangalore,2026-01-01,2026-04-15,False
U208,user_207,Jaipur,2026-04-16,,True
U209,user_208,Delhi,2026-01-01,2026-04-15,False
U209,user_208,Bangalore,2026-04-16,,True
U210,user_209,Bangalore,2026-01-01,,True
U211,user_210,Mumbai,2026-01-01,,True
U212,user_211,Bangalore,2026-01-01,,True
U213,user_212,Bangalore,2026-01-01,,True
U214,user_213,Jaipur,2026-01-01,,True
U215,user_214,Jaipur,2026-01-01,2026-04-15,False
U215,user_214,Bangalore,2026-04-16,,True
U216,user_215,Bangalore,2026-01-01,,True
U217,user_216,Bangalore,2026-01-01,,True
U218,user_217,Bangalore,2026-01-01,,True
U219,user_218,Jaipur,2026-01-01,,True
U220,user_219,Bangalore,2026-01-01,,True
U221,user_220,Bangalore,2026-01-01,,True
U222,user_221,Jaipur,2026-01-01,,True
U223,user_222,Delhi,2026-01-01,,True
U224,user_223,Bangalore,2026-01-01,2026-04-15,False
U224,user_223,Jaipur,2026-04-16,,True
U225,user_224,Delhi,2026-01-01,,True
U226,user_225,Bangalore,2026-01-01,2026-04-15,False
U226,user_225,Mumbai,2026-04-16,,True
U227,user_226,Bangalore,2026-01-01,,True
U228,user_227,Jaipur,2026-01-01,2026-04-15,False
U228,user_227,Mumbai,2026-04-16,,True
U229,user_228,Jaipur,2026-01-01,,True
U230,user_229,Mumbai,2026-01-01,,True
U231,user_230,Bangalore,2026-01-01,,True
U232,user_231,Mumbai,2026-01-01,,True
U233,user_232,Mumbai,2026-01-01,,True
U234,user_233,Jaipur,2026-01-01,,True
U235,user_234,Bangalore,2026-01-01,,True
U236,user_235,Jaipur,2026-01-01,,True
U237,user_236,Bangalore,2026-01-01,,True
U238,user_237,Bangalore,2026-01-01,2026-04-15,False
U238,user_237,Delhi,2026-04-16,,True
U239,user_238,Delhi,2026-01-01,,True
U240,user_239,Jaipur,2026-01-01,,True
U241,user_240,Mumbai,2026-01-01,,True
U242,user_241,Bangalore,2026-01-01,2026-04-15,False
U242,user_241,Mumbai,2026-04-16,,True
U243,user_242,Jaipur,2026-01-01,,True
U244,user_243,Mumbai,2026-01-01,2026-04-15,False
U244,user_243,Jaipur,2026-04-16,,True
U245,user_244,Delhi,2026-01-01,2026-04-15,False
U245,user_244,Bangalore,2026-04-16,,True
U246,user_245,Mumbai,2026-01-01,,True
U247,user_246,Mumbai,2026-01-01,,True
U248,user_247,Delhi,2026-01-01,,True
U249,user_248,Delhi,2026-01-01,,True
U250,user_249,Bangalore,2026-01-01,2026-04-15,False
U250,user_249,Jaipur,2026-04-16,,True
U251,user_250,Jaipur,2026-01-01,,True
U252,user_251,Jaipur,2026-01-01,,True
U253,user_252,Mumbai,2026-01-01,,True
U254,user_253,Bangalore,2026-01-01,,True
U255,user_254,Jaipur,2026-01-01,,True
U256,user_255,Bangalore,2026-01-01,,True
U257,user_256,Bangalore,2026-01-01,,True
U258,user_257,Jaipur,2026-01-01,,True
U259,user_258,Jaipur,2026-01-01,,True
U260,user_259,Delhi,2026-01-01,,True
U261,user_260,Jaipur,2026-01-01,,True
U262,user_261,Mumbai,2026-01-01,,True
U263,user_262,Delhi,2026-01-01,,True
U264,user_263,Mumbai,2026-01-01,,True
U265,user_264,Jaipur,2026-01-01,,True
U266,user_265,Mumbai,2026-01-01,2026-04-15,False
U266,user_265,Bangalore,2026-04-16,,True
U267,user_266,Mumbai,2026-01-01,,True
U268,user_267,Jaipur,2026-01-01,,True
U269,user_268,Bangalore,2026-01-01,,True
U270,user_269,Jaipur,2026-01-01,,True
U271,user_270,Jaipur,2026-01-01,,True
U272,user_271,Jaipur,2026-01-01,,True
U273,user_272,Delhi,2026-01-01,,True
U274,user_273,Mumbai,2026-01-01,2026-04-15,False
U274,user_273,Jaipur,2026-04-16,,True
U275,user_274,Mumbai,2026-01-01,,True
U276,user_275,Mumbai,2026-01-01,,True
U277,user_276,Delhi,2026-01-01,2026-04-15,False
U277,user_276,Bangalore,2026-04-16,,True
U278,user_277,Mumbai,2026-01-01,,True
U279,user_278,Delhi,2026-01-01,,True
U280,user_279,Jaipur,2026-01-01,,True
U281,user_280,Mumbai,2026-01-01,2026-04-15,False
U281,user_280,Jaipur,2026-04-16,,True
U282,user_281,Jaipur,2026-01-01,,True
U283,user_282,Mumbai,2026-01-01,,True
U284,user_283,Mumbai,2026-01-01,,True
U285,user_284,Mumbai,2026-01-01,2026-04-15,False
U285,user_284,Delhi,2026-04-16,,True
U286,user_285,Delhi,2026-01-01,2026-04-15,False
U286,user_285,Jaipur,2026-04-16,,True
U287,user_286,Mumbai,2026-01-01,,True
U288,user_287,Bangalore,2026-01-01,,True
U289,user_288,Mumbai,2026-01-01,2026-04-15,False
U289,user_288,Jaipur,2026-04-16,,True
U290,user_289,Delhi,2026-01-01,,True
U291,user_290,Mumbai,2026-01-01,,True
U292,user_291,Jaipur,2026-01-01,,True
U293,user_292,Mumbai,2026-01-01,,True
U294,user_293,Bangalore,2026-01-01,,True
U295,user_294,Bangalore,2026-01-01,,True
U296,user_295,Jaipur,2026-01-01,2026-04-15,False
U296,user_295,Bangalore,2026-04-16,,True
U297,user_296,Bangalore,2026-01-01,,True
U298,user_297,Jaipur,2026-01-01,,True
U299,user_298,Bangalore,2026-01-01,,True
U300,user_299,Jaipur,2026-01-01,,True
U301,user_300,Jaipur,2026-01-01,,True
U302,user_301,Delhi,2026-01-01,,True
U303,user_302,Jaipur,2026-01-01,,True
U304,user_303,Bangalore,2026-01-01,,True
U305,user_304,Bangalore,2026-01-01,,True
U306,user_305,Delhi,2026-01-01,,True
U307,user_306,Bangalore,2026-01-01,2026-04-15,False
U307,user_306,Jaipur,2026-04-16,,True
U308,user_307,Mumbai,2026-01-01,,True
U309,user_308,Bangalore,2026-01-01,2026-04-15,False
U309,user_308,Jaipur,2026-04-16,,True
U310,user_309,Bangalore,2026-01-01,,True
U311,user_310,Jaipur,2026-01-01,,True
U312,user_311,Bangalore,2026-01-01,,True
U313,user_312,Delhi,2026-01-01,,True
U314,user_313,Mumbai,2026-01-01,2026-04-15,False
U314,user_313,Delhi,2026-04-16,,True
U315,user_314,Bangalore,2026-01-01,2026-04-15,False
U315,user_314,Delhi,2026-04-16,,True
U316,user_315,Mumbai,2026-01-01,,True
U317,user_316,Delhi,2026-01-01,,True
U318,user_317,Bangalore,2026-01-01,,True
U319,user_318,Delhi,2026-01-01,2026-04-15,False
U319,user_318,Jaipur,2026-04-16,,True
U320,user_319,Delhi,2026-01-01,,True
U321,user_320,Bangalore,2026-01-01,,True
U322,user_321,Mumbai,2026-01-01,,True
U323,user_322,Mumbai,2026-01-01,,True
U324,user_323,Bangalore,2026-01-01,,True
U325,user_324,Delhi,2026-01-01,,True
U326,user_325,Jaipur,2026-01-01,,True
U327,user_326,Mumbai,2026-01-01,,True
U328,user_327,Delhi,2026-01-01,2026-04-15,False
U328,user_327,Jaipur,2026-04-16,,True
U329,user_328,Mumbai,2026-01-01,,True
U330,user_329,Delhi,2026-01-01,,True
U331,user_330,Jaipur,2026-01-01,2026-04-15,False
U331,user_330,Bangalore,2026-04-16,,True
U332,user_331,Jaipur,2026-01-01,2026-04-15,False
U332,user_331,Mumbai,2026-04-16,,True
U333,user_332,Delhi,2026-01-01,,True
U334,user_333,Delhi,2026-01-01,,True
U335,user_334,Delhi,2026-01-01,,True
U336,user_335,Delhi,2026-01-01,2026-04-15,False
U336,user_335,Mumbai,2026-04-16,,True
U337,user_336,Delhi,2026-01-01,2026-04-15,False
U337,user_336,Bangalore,2026-04-16,,True
U338,user_337,Delhi,2026-01-01,,True
U339,user_338,Mumbai,2026-01-01,,True
U340,user_339,Delhi,2026-01-01,,True
U341,user_340,Bangalore,2026-01-01,,True
U342,user_341,Bangalore,2026-01-01,,True
U343,user_342,Bangalore,2026-01-01,2026-04-15,False
U343,user_342,Mumbai,2026-04-16,,True
U344,user_343,Bangalore,2026-01-01,,True
U345,user_344,Mumbai,2026-01-01,,True
U346,user_345,Bangalore,2026-01-01,,True
U347,user_346,Mumbai,2026-01-01,2026-04-15,False
U347,user_346,Jaipur,2026-04-16,,True
U348,user_347,Mumbai,2026-01-01,2026-04-15,False
U348,user_347,Jaipur,2026-04-16,,True
U349,user_348,Jaipur,2026-01-01,2026-04-15,False
U349,user_348,Bangalore,2026-04-16,,True
U350,user_349,Bangalore,2026-01-01,,True
U351,user_350,Delhi,2026-01-01,,True
U352,user_351,Jaipur,2026-01-01,,True
U353,user_352,Delhi,2026-01-01,2026-04-15,False
U353,user_352,Bangalore,2026-04-16,,True
U354,user_353,Delhi,2026-01-01,,True
U355,user_354,Bangalore,2026-01-01,2026-04-15,False
U355,user_354,Delhi,2026-04-16,,True
U356,user_355,Bangalore,2026-01-01,,True
U357,user_356,Jaipur,2026-01-01,,True
U358,user_357,Mumbai,2026-01-01,,True
U359,user_358,Jaipur,2026-01-01,2026-04-15,False
U359,user_358,Bangalore,2026-04-16,,True
U360,user_359,Bangalore,2026-01-01,,True
U361,user_360,Bangalore,2026-01-01,,True
U362,user_361,Mumbai,2026-01-01,,True
U363,user_362,Bangalore,2026-01-01,,True
U364,user_363,Mumbai,2026-01-01,,True
U365,user_364,Mumbai,2026-01-01,,True
U366,user_365,Mumbai,2026-01-01,,True
U367,user_366,Delhi,2026-01-01,2026-04-15,False
U367,user_366,Mumbai,2026-04-16,,True
U368,user_367,Jaipur,2026-01-01,,True
U369,user_368,Bangalore,2026-01-01,,True
U370,user_369,Delhi,2026-01-01,,True
U371,user_370,Bangalore,2026-01-01,,True
U372,user_371,Jaipur,2026-01-01,,True
U373,user_372,Bangalore,2026-01-01,,True
U374,user_373,Jaipur,2026-01-01,,True
U375,user_374,Jaipur,2026-01-01,,True
U376,user_375,Mumbai,2026-01-01,,True
U377,user_376,Mumbai,2026-01-01,,True
U378,user_377,Delhi,2026-01-01,,True
U379,user_378,Delhi,2026-01-01,,True
U380,user_379,Mumbai,2026-01-01,,True
U381,user_380,Bangalore,2026-01-01,2026-04-15,False
U381,user_380,Delhi,2026-04-16,,True
U382,user_381,Mumbai,2026-01-01,,True
U383,user_382,Jaipur,2026-01-01,,True
U384,user_383,Jaipur,2026-01-01,,True
U385,user_384,Delhi,2026-01-01,2026-04-15,False
U385,user_384,Bangalore,2026-04-16,,True
U386,user_385,Bangalore,2026-01-01,,True
U387,user_386,Bangalore,2026-01-01,2026-04-15,False
U387,user_386,Delhi,2026-04-16,,True
U388,user_387,Delhi,2026-01-01,,True
U389,user_388,Bangalore,2026-01-01,,True
U390,user_389,Mumbai,2026-01-01,2026-04-15,False
U390,user_389,Jaipur,2026-04-16,,True
U391,user_390,Mumbai,2026-01-01,2026-04-15,False
U391,user_390,Jaipur,2026-04-16,,True
U392,user_391,Delhi,2026-01-01,,True
U393,user_392,Delhi,2026-01-01,2026-04-15,False
U393,user_392,Bangalore,2026-04-16,,True
U394,user_393,Jaipur,2026-01-01,,True
U395,user_394,Delhi,2026-01-01,2026-04-15,False
U395,user_394,Jaipur,2026-04-16,,True
U396,user_395,Delhi,2026-01-01,,True
U397,user_396,Mumbai,2026-01-01,,True
U398,user_397,Jaipur,2026-01-01,,True
U399,user_398,Bangalore,2026-01-01,,True
U400,user_399,Mumbai,2026-01-01,,True
U401,user_400,Jaipur,2026-01-01,,True
U402,user_401,Bangalore,2026-01-01,,True
U403,user_402,Jaipur,2026-01-01,2026-04-15,False
U403,user_402,Bangalore,2026-04-16,,True
U404,user_403,Mumbai,2026-01-01,2026-04-15,False
U404,user_403,Bangalore,2026-04-16,,True
U405,user_404,Mumbai,2026-01-01,,True
U406,user_405,Delhi,2026-01-01,,True
U407,user_406,Delhi,2026-01-01,2026-04-15,False
U407,user_406,Jaipur,2026-04-16,,True
U408,user_407,Bangalore,2026-01-01,,True
U409,user_408,Mumbai,2026-01-01,2026-04-15,False
U409,user_408,Bangalore,2026-04-16,,True
U410,user_409,Delhi,2026-01-01,,True
U411,user_410,Jaipur,2026-01-01,,True
U412,user_411,Bangalore,2026-01-01,,True
U413,user_412,Jaipur,2026-01-01,2026-04-15,False
U413,user_412,Bangalore,2026-04-16,,True
U414,user_413,Mumbai,2026-01-01,,True
U415,user_414,Bangalore,2026-01-01,,True
U416,user_415,Delhi,2026-01-01,2026-04-15,False
U416,user_415,Bangalore,2026-04-16,,True
U417,user_416,Delhi,2026-01-01,,True
U418,user_417,Delhi,2026-01-01,,True
U419,user_418,Jaipur,2026-01-01,,True
U420,user_419,Bangalore,2026-01-01,,True
U421,user_420,Bangalore,2026-01-01,,True
U422,user_421,Delhi,2026-01-01,,True
U423,user_422,Mumbai,2026-01-01,,True
U424,user_423,Delhi,2026-01-01,,True
U425,user_424,Delhi,2026-01-01,2026-04-15,False
U425,user_424,Mumbai,2026-04-16,,True
U426,user_425,Delhi,2026-01-01,,True
U427,user_426,Bangalore,2026-01-01,2026-04-15,False
U427,user_426,Jaipur,2026-04-16,,True
U428,user_427,Jaipur,2026-01-01,,True
U429,user_428,Bangalore,2026-01-01,2026-04-15,False
U429,user_428,Jaipur,2026-04-16,,True
U430,user_429,Bangalore,2026-01-01,,True
U431,user_430,Mumbai,2026-01-01,,True
U432,user_431,Bangalore,2026-01-01,2026-04-15,False
U432,user_431,Mumbai,2026-04-16,,True
U433,user_432,Delhi,2026-01-01,,True
U434,user_433,Delhi,2026-01-01,,True
U435,user_434,Bangalore,2026-01-01,,True
U436,user_435,Jaipur,2026-01-01,2026-04-15,False
U436,user_435,Mumbai,2026-04-16,,True
U437,user_436,Mumbai,2026-01-01,,True
U438,user_437,Mumbai,2026-01-01,,True
U439,user_438,Mumbai,2026-01-01,,True
U440,user_439,Delhi,2026-01-01,,True
U441,user_440,Jaipur,2026-01-01,,True
U442,user_441,Mumbai,2026-01-01,,True
U443,user_442,Bangalore,2026-01-01,2026-04-15,False
U443,user_442,Delhi,2026-04-16,,True
U444,user_443,Delhi,2026-01-01,2026-04-15,False
U444,user_443,Jaipur,2026-04-16,,True
U445,user_444,Bangalore,2026-01-01,,True
U446,user_445,Jaipur,2026-01-01,2026-04-15,False
U446,user_445,Delhi,2026-04-16,,True
U447,user_446,Jaipur,2026-01-01,,True
U448,user_447,Bangalore,2026-01-01,2026-04-15,False
U448,user_447,Mumbai,2026-04-16,,True
U449,user_448,Delhi,2026-01-01,,True
U450,user_449,Bangalore,2026-01-01,,True
U451,user_450,Delhi,2026-01-01,,True
U452,user_451,Bangalore,2026-01-01,,True
U453,user_452,Mumbai,2026-01-01,,True
U454,user_453,Mumbai,2026-01-01,,True
U455,user_454,Bangalore,2026-01-01,,True
U456,user_455,Jaipur,2026-01-01,,True
U457,user_456,Mumbai,2026-01-01,,True
U458,user_457,Bangalore,2026-01-01,,True
U459,user_458,Delhi,2026-01-01,,True
U460,user_459,Bangalore,2026-01-01,,True
U461,user_460,Bangalore,2026-01-01,,True
U462,user_461,Delhi,2026-01-01,2026-04-15,False
U462,user_461,Mumbai,2026-04-16,,True
U463,user_462,Bangalore,2026-01-01,,True
U464,user_463,Jaipur,2026-01-01,2026-04-15,False
U464,user_463,Bangalore,2026-04-16,,True
U465,user_464,Delhi,2026-01-01,,True
U466,user_465,Mumbai,2026-01-01,,True
U467,user_466,Delhi,2026-01-01,2026-04-15,False
U467,user_466,Bangalore,2026-04-16,,True
U468,user_467,Delhi,2026-01-01,,True
U469,user_468,Mumbai,2026-01-01,2026-04-15,False
U469,user_468,Delhi,2026-04-16,,True
U470,user_469,Bangalore,2026-01-01,,True
U471,user_470,Delhi,2026-01-01,2026-04-15,False
U471,user_470,Mumbai,2026-04-16,,True
U472,user_471,Bangalore,2026-01-01,2026-04-15,False
U472,user_471,Mumbai,2026-04-16,,True
U473,user_472,Delhi,2026-01-01,,True
U474,user_473,Mumbai,2026-01-01,,True
U475,user_474,Mumbai,2026-01-01,,True
U476,user_475,Jaipur,2026-01-01,,True
