order_id,user_id,restaurant_id,order_timestamp,total_amount
ORD79,U276,R55,2026-04-17 18:33:00,482
ORD80,U92,R125,2026-04-17 16:59:00,461
ORD81,U287,R177,2026-04-17 14:56:00,101
ORD82,U366,R46,2026-04-17 11:04:00,615
ORD83,U911,R100,2026-04-17 17:17:00,448
ORD84,U306,R109,2026-04-17 16:24:00,633
ORD85,U163,R152,2026-04-17 19:29:00,285
ORD86,U894,R100,2026-04-17 11:08:00,381
ORD87,U89,R88,2026-04-17 14:51:00,448
ORD88,U542,R137,2026-04-17 15:03:00,552
ORD89,U329,R29,2026-04-17 10:00:00,780
ORD90,U416,R34,2026-04-17 16:01:00,200
ORD91,U6,R100,2026-04-17 15:26:00,744
ORD92,U263,R95,2026-04-17 19:43:00,688
ORD93,U944,R27,2026-04-17 18:15:00,341
ORD94,U379,R40,2026-04-17 15:09:00,512
ORD95,U984,R87,2026-04-17 13:59:00,404
ORD96,U596,R87,2026-04-17 16:47:00,149
ORD97,U342,R183,2026-04-17 19:34:00,124
ORD98,U983,R74,2026-04-17 19:46:00,521
ORD99,U322,R60,2026-04-17 10:22:00,435
ORD100,U764,R107,2026-04-17 16:18:00,416
ORD101,U572,R79,2026-04-17 14:30:00,495
ORD102,U291,R166,2026-04-17 15:01:00,506
ORD103,U690,R148,2026-04-17 13:54:00,478
ORD104,U139,R119,2026-04-17 14:18:00,395
ORD105,U280,R119,2026-04-17 11:57:00,694
ORD106,U318,R53,2026-04-17 12:07:00,462
ORD107,U824,R117,2026-04-17 19:56:00,450
ORD108,U620,R139,2026-04-17 12:20:00,392
ORD109,U946,R137,2026-04-17 12:36:00,690
ORD110,U481,R20,2026-04-17 18:42:00,431
ORD111,U319,R96,2026-04-17 16:31:00,503
ORD112,U616,R138,2026-04-17 18:10:00,453
ORD113,U226,R21,2026-04-17 18:52:00,518
ORD114,U742,R81,2026-04-17 10:14:00,241
ORD115,U189,R114,2026-04-17 10:45:00,586
ORD116,U796,R92,2026-04-17 13:07:00,499
ORD117,U974,R98,2026-04-17 15:11:00,564
ORD118,U979,R178,2026-04-17 19:13:00,441
ORD119,U117,R101,2026-04-17 19:30:00,310
ORD120,U157,R62,2026-04-17 14:09:00,106
ORD121,U293,R100,2026-04-17 12:08:00,791
ORD122,U765,R134,2026-04-17 19:44:00,710
ORD123,U145,R194,2026-04-17 15:54:00,790
ORD124,U307,R40,2026-04-17 17:05:00,150
ORD125,U768,R158,2026-04-17 18:16:00,234
ORD126,U375,R18,2026-04-17 17:05:00,104
ORD127,U342,R89,2026-04-17 16:09:00,135
ORD128,U545,R182,2026-04-17 16:31:00,157
ORD129,U491,R70,2026-04-17 18:50:00,432
ORD130,U650,R74,2026-04-17 11:34:00,551
ORD131,U455,R142,2026-04-17 19:03:00,573
ORD132,U345,R48,2026-04-17 15:42:00,483
ORD133,U216,R16,2026-04-17 18:00:00,498
ORD134,U583,R58,2026-04-17 12:40:00,473
ORD135,U784,R175,2026-04-17 16:10:00,414
ORD136,U534,R178,2026-04-17 19:06:00,687
ORD137,U259,R119,2026-04-17 19:27:00,329
ORD138,U858,R40,2026-04-17 12:47:00,150
ORD139,U590,R37,2026-04-17 18:16:00,260
ORD140,U498,R174,2026-04-17 19:51:00,344
ORD141,U239,R140,2026-04-17 10:00:00,733
ORD142,U891,R178,2026-04-17 10:19:00,541
ORD143,U312,R124,2026-04-17 11:36:00,704
ORD144,U789,R41,2026-04-17 17:04:00,187
ORD145,U320,R151,2026-04-17 15:47:00,131
ORD146,U398,R59,2026-04-17 16:36:00,639
ORD147,U481,R65,2026-04-17 15:52:00,273
ORD148,U542,R15,2026-04-17 18:57:00,589
ORD149,U543,R2,2026-04-17 10:08:00,174
ORD150,U36,R194,2026-04-17 13:00:00,420
ORD151,U683,R195,2026-04-17 15:35:00,401
ORD152,U544,R86,2026-04-17 14:39:00,412
ORD153,U87,R92,2026-04-17 12:58:00,344
ORD154,U371,R15,2026-04-17 19:56:00,723
ORD155,U659,R60,2026-04-17 18:51:00,217
ORD156,U23,R173,2026-04-17 14:22:00,728
ORD157,U29,R46,2026-04-17 15:03:00,602
ORD158,U881,R173,2026-04-17 17:05:00,528
ORD159,U65,R140,2026-04-17 16:31:00,572
ORD160,U311,R200,2026-04-17 16:00:00,697
ORD161,U499,R174,2026-04-17 19:45:00,369
ORD162,U808,R37,2026-04-17 17:30:00,376
ORD163,U743,R19,2026-04-17 15:25:00,643
ORD164,U966,R146,2026-04-17 14:08:00,737
ORD165,U32,R141,2026-04-17 18:49:00,389
ORD166,U621,R144,2026-04-17 18:34:00,639
ORD167,U395,R197,2026-04-17 14:36:00,320
ORD168,U916,R195,2026-04-17 16:57:00,135
ORD169,U106,R38,2026-04-17 14:00:00,547
ORD170,U114,R117,2026-04-17 16:35:00,381
ORD171,U287,R177,2026-04-17 11:40:00,749
ORD172,U936,R136,2026-04-17 16:18:00,695
ORD173,U877,R166,2026-04-17 17:13:00,637
ORD174,U765,R177,2026-04-17 19:50:00,213
ORD175,U689,R143,2026-04-17 12:21:00,504
ORD176,U179,R44,2026-04-17 17:29:00,484
ORD177,U47,R116,2026-04-17 18:35:00,261
ORD178,U858,R61,2026-04-17 12:47:00,512
ORD179,U379,R46,2026-04-17 16:55:00,124
ORD180,U74,R108,2026-04-17 13:51:00,271
ORD181,U819,R42,2026-04-17 13:44:00,582
ORD182,U273,R42,2026-04-17 13:33:00,560
ORD183,U901,R25,2026-04-17 11:12:00,288
ORD184,U186,R15,2026-04-17 18:35:00,391
ORD185,U608,R16,2026-04-17 17:03:00,207
ORD186,U771,R177,2026-04-17 15:55:00,273
ORD187,U426,R137,2026-04-17 10:16:00,399
ORD188,U644,R84,2026-04-17 15:02:00,443
ORD189,U157,R95,2026-04-17 18:18:00,196
ORD190,U636,R50,2026-04-17 18:18:00,285
ORD191,U319,R89,2026-04-17 15:07:00,507
ORD192,U763,R49,2026-04-17 17:12:00,279
ORD193,U171,R163,2026-04-17 10:37:00,173
ORD194,U292,R152,2026-04-17 12:32:00,496
ORD195,U248,R144,2026-04-17 11:48:00,648
ORD196,U780,R197,2026-04-17 12:25:00,363
ORD197,U721,R137,2026-04-17 16:45:00,485
ORD198,U585,R27,2026-04-17 19:13:00,602
ORD199,U904,R60,2026-04-17 16:17:00,604
ORD200,U777,R39,2026-04-17 11:59:00,237
ORD201,U962,R144,2026-04-17 10:01:00,569
ORD202,U700,R93,2026-04-17 18:07:00,158
ORD203,U459,R123,2026-04-17 14:01:00,226
ORD204,U199,R152,2026-04-17 19:46:00,652
ORD205,U634,R187,2026-04-17 11:41:00,311
ORD206,U237,R102,2026-04-17 19:02:00,223
ORD207,U664,R142,2026-04-17 10:11:00,415
ORD208,U626,R47,2026-04-17 15:14:00,659
ORD209,U822,R185,2026-04-17 10:52:00,125
ORD210,U158,R145,2026-04-17 12:47:00,339
ORD211,U655,R147,2026-04-17 11:33:00,762
ORD212,U155,R43,2026-04-17 14:38:00,126
ORD213,U455,R132,2026-04-17 17:52:00,377
ORD214,U788,R43,2026-04-17 16:16:00,180
ORD215,U827,R6,2026-04-17 16:31:00,576
ORD216,U225,R12,2026-04-17 13:40:00,172
ORD217,U2,R148,2026-04-17 16:54:00,450
ORD218,U526,R170,2026-04-17 14:54:00,288
ORD219,U285,R64,2026-04-17 18:03:00,241
ORD220,U290,R121,2026-04-17 18:27:00,233
ORD221,U737,R89,2026-04-17 19:51:00,700
ORD222,U365,R155,2026-04-17 16:34:00,398
ORD223,U797,R102,2026-04-17 11:07:00,172
ORD224,U799,R73,2026-04-17 16:42:00,687
ORD225,U644,R135,2026-04-17 15:28:00,416
ORD226,U191,R46,2026-04-17 11:31:00,175
ORD227,U589,R22,2026-04-17 17:43:00,716
ORD228,U676,R133,2026-04-17 15:58:00,147
ORD229,U247,R58,2026-04-17 12:03:00,389
ORD230,U13,R146,2026-04-17 19:31:00,744
ORD231,U917,R96,2026-04-17 15:26:00,234
ORD232,U377,R43,2026-04-17 16:46:00,238
ORD233,U285,R133,2026-04-17 15:49:00,581
ORD234,U769,R113,2026-04-17 12:57:00,516
ORD235,U317,R139,2026-04-17 12:22:00,129
ORD236,U855,R162,2026-04-17 10:00:00,487
ORD237,U379,R104,2026-04-17 12:10:00,785
ORD238,U416,R28,2026-04-17 13:31:00,751
ORD239,U144,R153,2026-04-17 15:23:00,437
ORD240,U109,R20,2026-04-17 19:01:00,311
ORD241,U61,R99,2026-04-17 16:30:00,217
ORD242,U428,R177,2026-04-17 18:49:00,461
ORD243,U997,R92,2026-04-17 10:55:00,633
ORD244,U657,R38,2026-04-17 15:36:00,200
ORD245,U689,R141,2026-04-17 11:12:00,666
ORD246,U43,R56,2026-04-17 14:57:00,514
ORD247,U186,R193,2026-04-17 15:36:00,550
ORD248,U967,R22,2026-04-17 16:49:00,281
ORD249,U465,R159,2026-04-17 16:40:00,741
ORD250,U815,R117,2026-04-17 12:35:00,668
ORD251,U858,R111,2026-04-17 13:31:00,610
ORD252,U564,R157,2026-04-17 16:55:00,102
ORD253,U790,R23,2026-04-17 18:38:00,590
ORD254,U687,R110,2026-04-17 11:35:00,117
ORD255,U74,R16,2026-04-17 19:11:00,446
ORD256,U996,R3,2026-04-17 10:37:00,641
ORD257,U994,R106,2026-04-17 17:06:00,536
ORD258,U199,R199,2026-04-17 11:26:00,250
ORD259,U104,R75,2026-04-17 10:43:00,340
ORD260,U975,R72,2026-04-17 14:11:00,280
ORD261,U255,R61,2026-04-17 13:31:00,463
ORD262,U386,R31,2026-04-17 15:50:00,209
ORD263,U262,R118,2026-04-17 13:08:00,568
ORD264,U339,R52,2026-04-17 17:33:00,798
ORD265,U249,R147,2026-04-17 10:01:00,158
ORD266,U392,R184,2026-04-17 12:58:00,219
ORD267,U99,R154,2026-04-17 15:51:00,399
ORD268,U719,R117,2026-04-17 16:39:00,167
ORD269,U268,R28,2026-04-17 18:24:00,791
ORD270,U973,R179,2026-04-17 17:33:00,471
ORD271,U237,R161,2026-04-17 11:30:00,676
ORD272,U607,R8,2026-04-17 12:31:00,268
ORD273,U682,R153,2026-04-17 13:50:00,376
ORD274,U749,R150,2026-04-17 18:16:00,796
ORD275,U897,R91,2026-04-17 16:10:00,438
ORD276,U634,R174,2026-04-17 15:36:00,587
ORD277,U298,R168,2026-04-17 17:51:00,546
ORD278,U535,R192,2026-04-17 16:47:00,632
ORD279,U27,R161,2026-04-17 18:21:00,119
ORD280,U841,R115,2026-04-17 15:34:00,266
ORD281,U26,R2,2026-04-17 14:40:00,170
ORD282,U507,R140,2026-04-17 14:48:00,660
ORD283,U199,R95,2026-04-17 18:34:00,584
ORD284,U360,R165,2026-04-17 14:06:00,218
ORD285,U447,R116,2026-04-17 13:33:00,597
ORD286,U382,R134,2026-04-17 12:09:00,281
ORD287,U450,R110,2026-04-17 18:16:00,278
ORD288,U613,R137,2026-04-17 19:04:00,783
ORD289,U810,R14,2026-04-17 12:12:00,685
ORD290,U95,R138,2026-04-17 14:34:00,386
ORD291,U338,R62,2026-04-17 19:19:00,652
ORD292,U717,R21,2026-04-17 10:08:00,188
ORD293,U242,R25,2026-04-17 18:27:00,646
ORD294,U74,R66,2026-04-17 15:06:00,682
ORD295,U339,R132,2026-04-17 12:55:00,259
ORD296,U999,R61,2026-04-17 10:29:00,718
ORD297,U505,R33,2026-04-17 14:18:00,100
ORD298,U248,R147,2026-04-17 10:44:00,275
ORD299,U943,R176,2026-04-17 16:31:00,698
ORD300,U226,R115,2026-04-17 11:22:00,757
ORD301,U422,R155,2026-04-17 16:06:00,662
ORD302,U993,R156,2026-04-17 13:27:00,498
ORD303,U758,R154,2026-04-17 13:47:00,168
ORD304,U137,R158,2026-04-17 17:35:00,229
ORD305,U246,R83,2026-04-17 13:34:00,322
ORD306,U572,R195,2026-04-17 16:45:00,312
ORD307,U38,R45,2026-04-17 12:06:00,656
ORD308,U191,R78,2026-04-17 19:14:00,127
ORD309,U110,R103,2026-04-17 13:37:00,178
ORD310,U744,R150,2026-04-17 16:34:00,572
ORD311,U956,R177,2026-04-17 20:00:00,521
ORD312,U198,R43,2026-04-17 11:58:00,190
ORD313,U674,R5,2026-04-17 12:07:00,781
ORD314,U172,R164,2026-04-17 14:23:00,221
ORD315,U465,R52,2026-04-17 19:44:00,223
ORD316,U26,R151,2026-04-17 19:26:00,783
ORD317,U594,R101,2026-04-17 12:10:00,170
ORD318,U266,R66,2026-04-17 15:55:00,411
ORD319,U438,R95,2026-04-17 15:52:00,349
ORD320,U184,R121,2026-04-17 19:15:00,337
ORD321,U120,R54,2026-04-17 12:00:00,777
ORD322,U613,R196,2026-04-17 12:09:00,394
ORD323,U325,R72,2026-04-17 11:13:00,340
ORD324,U328,R187,2026-04-17 17:27:00,656
ORD325,U548,R40,2026-04-17 11:04:00,138
ORD326,U224,R10,2026-04-17 11:47:00,255
ORD327,U205,R7,2026-04-17 13:48:00,226
ORD328,U353,R22,2026-04-17 16:37:00,784
ORD329,U850,R170,2026-04-17 10:09:00,436
ORD330,U446,R108,2026-04-17 15:22:00,317
ORD331,U872,R151,2026-04-17 10:07:00,228
ORD332,U356,R117,2026-04-17 18:26:00,589
ORD333,U29,R68,2026-04-17 14:59:00,286
ORD334,U647,R179,2026-04-17 13:45:00,508
ORD335,U153,R9,2026-04-17 19:11:00,765
ORD336,U104,R51,2026-04-17 11:42:00,687
ORD337,U735,R143,2026-04-17 15:22:00,799
ORD338,U497,R192,2026-04-17 15:48:00,299
ORD339,U469,R145,2026-04-17 10:21:00,367
ORD340,U301,R59,2026-04-17 13:25:00,167
ORD341,U381,R160,2026-04-17 14:47:00,189
ORD342,U887,R21,2026-04-17 15:39:00,711
ORD343,U904,R95,2026-04-17 16:25:00,353
ORD344,U967,R158,2026-04-17 14:57:00,273
ORD345,U606,R135,2026-04-17 15:00:00,288
ORD346,U558,R26,2026-04-17 13:14:00,444
ORD347,U717,R145,2026-04-17 15:33:00,398
ORD348,U837,R136,2026-04-17 19:57:00,400
ORD349,U739,R193,2026-04-17 10:23:00,411
ORD350,U706,R13,2026-04-17 10:09:00,436
ORD351,U738,R54,2026-04-17 18:08:00,176
ORD352,U395,R164,2026-04-17 18:19:00,115
ORD353,U676,R27,2026-04-17 11:43:00,186
ORD354,U534,R124,2026-04-17 11:55:00,313
ORD355,U122,R144,2026-04-17 10:13:00,200
ORD356,U311,R105,2026-04-17 14:42:00,388
ORD357,U276,R192,2026-04-17 15:00:00,787
ORD358,U563,R192,2026-04-17 10:45:00,154
ORD359,U344,R105,2026-04-17 16:27:00,119
ORD360,U231,R20,2026-04-17 19:08:00,393
ORD361,U264,R171,2026-04-17 12:32:00,185
ORD362,U762,R41,2026-04-17 13:16:00,503
ORD363,U489,R187,2026-04-17 14:44:00,521
ORD364,U543,R10,2026-04-17 13:41:00,751
ORD365,U898,R26,2026-04-17 10:47:00,356
ORD366,U250,R107,2026-04-17 19:52:00,233
ORD367,U74,R14,2026-04-17 18:53:00,591
ORD368,U939,R69,2026-04-17 17:04:00,648
ORD369,U597,R190,2026-04-17 10:30:00,369
ORD370,U495,R190,2026-04-17 12:08:00,666
ORD371,U632,R87,2026-04-17 16:58:00,301
ORD372,U598,R110,2026-04-17 12:48:00,504
ORD373,U138,R108,2026-04-17 13:00:00,123
ORD374,U351,R121,2026-04-17 14:43:00,755
ORD375,U405,R40,2026-04-17 16:37:00,615
ORD376,U972,R190,2026-04-17 17:14:00,765
ORD377,U692,R37,2026-04-17 16:22:00,417
ORD378,U972,R125,2026-04-17 16:19:00,114
ORD379,U546,R18,2026-04-17 12:56:00,339
ORD380,U222,R39,2026-04-17 16:25:00,390
ORD381,U629,R50,2026-04-17 16:25:00,718
ORD382,U689,R17,2026-04-17 12:02:00,694
ORD383,U819,R34,2026-04-17 12:14:00,712
ORD384,U682,R122,2026-04-17 14:20:00,143
ORD385,U1000,R168,2026-04-17 13:27:00,672
ORD386,U552,R45,2026-04-17 15:06:00,627
ORD387,U653,R32,2026-04-17 18:07:00,173
ORD388,U537,R136,2026-04-17 16:44:00,223
ORD389,U753,R88,2026-04-17 17:47:00,458
ORD390,U235,R170,2026-04-17 14:59:00,731
ORD391,U103,R42,2026-04-17 13:12:00,307
ORD392,U314,R22,2026-04-17 12:42:00,697
ORD393,U748,R121,2026-04-17 15:53:00,712
ORD394,U834,R36,2026-04-17 10:42:00,441
ORD395,U398,R51,2026-04-17 13:18:00,585
ORD396,U733,R177,2026-04-17 17:26:00,233
ORD397,U388,R130,2026-04-17 14:03:00,326
ORD398,U574,R2,2026-04-17 18:43:00,178
ORD399,U384,R182,2026-04-17 15:17:00,442
ORD400,U413,R102,2026-04-17 15:00:00,605
ORD401,U878,R30,2026-04-17 18:34:00,227
ORD402,U774,R12,2026-04-17 18:32:00,447
ORD403,U24,R70,2026-04-17 18:52:00,117
ORD404,U2,R126,2026-04-17 14:18:00,611
ORD405,U818,R63,2026-04-17 17:43:00,553
ORD406,U225,R27,2026-04-17 19:13:00,220
ORD407,U997,R89,2026-04-17 12:46:00,749
ORD408,U122,R11,2026-04-17 15:37:00,522
ORD409,U333,R126,2026-04-17 19:19:00,479
ORD410,U243,R47,2026-04-17 18:18:00,629
ORD411,U270,R74,2026-04-17 14:44:00,309
ORD412,U130,R103,2026-04-17 16:36:00,176
ORD413,U722,R102,2026-04-17 10:09:00,356
ORD414,U620,R78,2026-04-17 10:29:00,243
ORD415,U937,R168,2026-04-17 15:52:00,537
ORD416,U952,R25,2026-04-17 15:34:00,420
ORD417,U769,R151,2026-04-17 17:19:00,185
ORD418,U760,R152,2026-04-17 10:59:00,298
ORD419,U688,R117,2026-04-17 15:47:00,383
ORD420,U784,R101,2026-04-17 18:29:00,705
ORD421,U799,R44,2026-04-17 18:29:00,451
ORD422,U85,R120,2026-04-17 11:04:00,545
ORD423,U947,R138,2026-04-17 16:00:00,596
ORD424,U290,R137,2026-04-17 18:19:00,191
ORD425,U979,R198,2026-04-17 16:14:00,240
ORD426,U294,R45,2026-04-17 13:29:00,571
ORD427,U767,R190,2026-04-17 11:40:00,287
ORD428,U894,R172,2026-04-17 19:16:00,738
ORD429,U173,R8,2026-04-17 19:53:00,634
ORD430,U539,R178,2026-04-17 15:07:00,494
ORD431,U212,R109,2026-04-17 16:27:00,577
ORD432,U755,R26,2026-04-17 13:13:00,150
ORD433,U425,R52,2026-04-17 15:39:00,329
ORD434,U40,R17,2026-04-17 19:40:00,426
ORD435,U116,R185,2026-04-17 11:26:00,699
ORD436,U254,R28,2026-04-17 14:04:00,621
ORD437,U543,R141,2026-04-17 15:15:00,758
ORD438,U480,R46,2026-04-17 15:44:00,383
ORD439,U966,R149,2026-04-17 19:35:00,207
ORD440,U674,R65,2026-04-17 15:50:00,136
ORD441,U520,R100,2026-04-17 13:26:00,594
ORD442,U87,R160,2026-04-17 11:07:00,495
ORD443,U617,R167,2026-04-17 15:05:00,615
ORD444,U191,R130,2026-04-17 19:37:00,533
ORD445,U617,R158,2026-04-17 16:32:00,608
ORD446,U999,R82,2026-04-17 16:01:00,404
ORD447,U605,R63,2026-04-17 11:59:00,680
ORD448,U945,R27,2026-04-17 10:44:00,382
ORD449,U846,R20,2026-04-17 15:59:00,117
ORD450,U373,R101,2026-04-17 10:34:00,198
ORD451,U412,R50,2026-04-17 17:58:00,141
ORD452,U836,R44,2026-04-17 18:56:00,366
ORD453,U756,R137,2026-04-17 18:59:00,349
ORD454,U241,R79,2026-04-17 16:21:00,362
ORD455,U350,R66,2026-04-17 12:55:00,419
ORD456,U741,R37,2026-04-17 10:38:00,315
ORD457,U272,R47,2026-04-17 10:11:00,563
ORD458,U561,R171,2026-04-17 19:11:00,648
ORD459,U783,R67,2026-04-17 13:28:00,333
ORD460,U282,R134,2026-04-17 15:22:00,792
ORD461,U559,R47,2026-04-17 14:29:00,581
ORD462,U37,R121,2026-04-17 18:41:00,241
ORD463,U346,R66,2026-04-17 14:43:00,287
ORD464,U382,R83,2026-04-17 17:45:00,744
ORD465,U88,R188,2026-04-17 12:46:00,725
ORD466,U91,R163,2026-04-17 19:14:00,598
ORD467,U769,R117,2026-04-17 12:34:00,348
ORD468,U424,R52,2026-04-17 19:05:00,691
ORD469,U463,R181,2026-04-17 11:17:00,598
ORD470,U275,R149,2026-04-17 13:39:00,531
ORD471,U937,R28,2026-04-17 11:51:00,394
ORD472,U418,R69,2026-04-17 18:24:00,740
ORD473,U30,R156,2026-04-17 16:25:00,126
ORD474,U67,R51,2026-04-17 18:00:00,657
ORD475,U197,R11,2026-04-17 17:15:00,203
ORD476,U618,R171,2026-04-17 19:27:00,605
ORD477,U967,R79,2026-04-17 14:37:00,547
ORD478,U44,R150,2026-04-17 16:33:00,363
ORD479,U674,R23,2026-04-17 17:19:00,578
ORD480,U834,R80,2026-04-17 11:27:00,347
ORD481,U560,R79,2026-04-17 19:25:00,272
ORD482,U802,R151,2026-04-17 12:58:00,349
ORD483,U609,R189,2026-04-17 18:59:00,142
ORD484,U378,R123,2026-04-17 15:18:00,211
ORD485,U808,R58,2026-04-17 19:35:00,449
ORD486,U162,R83,2026-04-17 16:30:00,321
ORD487,U28,R99,2026-04-17 10:44:00,784
ORD488,U393,R139,2026-04-17 19:19:00,106
ORD489,U666,R36,2026-04-17 17:26:00,435
ORD490,U848,R179,2026-04-17 10:23:00,155
ORD491,U865,R145,2026-04-17 19:58:00,709
ORD492,U668,R152,2026-04-17 14:51:00,264
ORD493,U748,R15,2026-04-17 15:36:00,478
ORD494,U873,R136,2026-04-17 18:31:00,742
ORD495,U683,R58,2026-04-17 19:31:00,735
ORD496,U552,R126,2026-04-17 13:45:00,553
ORD497,U737,R114,2026-04-17 10:27:00,685
ORD498,U171,R197,2026-04-17 10:56:00,423
ORD499,U944,R176,2026-04-17 18:52:00,344
ORD500,U384,R93,2026-04-17 16:43:00,325
ORD501,U542,R110,2026-04-17 18:28:00,475
ORD502,U127,R84,2026-04-17 16:34:00,561
ORD503,U477,R169,2026-04-17 15:15:00,317
ORD504,U401,R120,2026-04-17 10:39:00,697
ORD505,U314,R198,2026-04-17 16:38:00,680
ORD506,U622,R194,2026-04-17 18:06:00,245
ORD507,U160,R31,2026-04-17 19:10:00,641
ORD508,U950,R55,2026-04-17 14:26:00,573
ORD509,U65,R12,2026-04-17 10:32:00,362
ORD510,U188,R80,2026-04-17 19:00:00,660
ORD511,U78,R113,2026-04-17 11:20:00,606
ORD512,U184,R152,2026-04-17 15:28:00,535
ORD513,U406,R179,2026-04-17 10:36:00,279
ORD514,U763,R160,2026-04-17 12:16:00,767
ORD515,U360,R135,2026-04-17 19:07:00,433
ORD516,U742,R171,2026-04-17 15:32:00,266
ORD517,U220,R146,2026-04-17 15:37:00,309
ORD518,U75,R65,2026-04-17 11:38:00,538
ORD519,U127,R121,2026-04-17 11:54:00,567
ORD520,U131,R85,2026-04-17 15:58:00,417
ORD521,U631,R13,2026-04-17 14:18:00,120
ORD522,U652,R148,2026-04-17 14:37:00,637
ORD523,U621,R112,2026-04-17 13:18:00,315
ORD524,U245,R91,2026-04-17 14:57:00,664
ORD525,U877,R94,2026-04-17 10:16:00,513
ORD526,U181,R141,2026-04-17 11:20:00,289
ORD527,U990,R195,2026-04-17 10:07:00,452
ORD528,U32,R154,2026-04-17 12:24:00,627
ORD529,U2,R17,2026-04-17 11:33:00,523
ORD530,U721,R10,2026-04-17 17:45:00,489
ORD531,U432,R72,2026-04-17 14:24:00,472
ORD532,U423,R190,2026-04-17 16:29:00,382
ORD533,U340,R16,2026-04-17 16:56:00,283
ORD534,U683,R195,2026-04-17 12:44:00,466
ORD535,U190,R31,2026-04-17 19:54:00,778
ORD536,U609,R74,2026-04-17 15:29:00,629
